region_id,dow,hour,traffic_share
631730,5,8,0.006643
631730,5,9,0.009389
631730,5,10,0.010803
631730,5,11,0.010514
631730,5,12,0.010448
631730,5,13,0.010525
631730,5,14,0.009824
631730,5,15,0.009739
631730,5,16,0.009005
631730,5,17,0.008234
631730,5,18,0.007411
631730,5,19,0.007095
631730,5,20,0.006357
631730,5,21,0.005458
631730,5,22,0.004396
631730,5,23,0.002902
631730,6,0,0.001581
631730,6,1,0.000805
631730,6,2,0.000539
631730,6,3,0.000396
631730,6,4,0.000482
631730,6,5,0.000709
631730,6,6,0.001369
631730,6,7,0.002597
631730,6,8,0.004812
631730,6,9,0.007120
631730,6,10,0.008430
631730,6,11,0.008513
631730,6,12,0.008350
631730,6,13,0.007698
631730,6,14,0.007454
631730,6,15,0.007317
631730,6,16,0.006879
631730,6,17,0.006850
631730,6,18,0.006236
631730,6,19,0.005796
631730,6,20,0.005293
631730,6,21,0.004417
631730,6,22,0.003636
631730,6,23,0.002533
631730,7,0,0.001428
631730,7,1,0.000817
631730,7,2,0.000489
631730,7,3,0.000354
631730,7,4,0.000383
631730,7,5,0.000622
631730,7,6,0.001187
631730,7,7,0.002282
631730,7,8,0.004313
631730,7,9,0.006521
631730,7,10,0.007745
631730,7,11,0.007932
631730,7,12,0.008099
631730,7,13,0.007956
631730,7,14,0.007576
631730,7,15,0.007339
631730,7,16,0.007248
631730,7,17,0.007033
631730,7,18,0.006925
631730,7,19,0.006466
631730,7,20,0.006130
631730,7,21,0.005162
631730,7,22,0.004265
631730,7,23,0.002825
648340,1,0,0.001986
648340,1,1,0.001161
648340,1,2,0.000798
648340,1,3,0.000570
648340,1,4,0.000514
648340,1,5,0.000804
648340,1,6,0.001371
648340,1,7,0.002698
648340,1,8,0.005385
648340,1,9,0.008932
648340,1,10,0.010525
648340,1,11,0.011045
648340,1,12,0.011488
648340,1,13,0.011063
648340,1,14,0.010548
648340,1,15,0.010480
648340,1,16,0.010614
648340,1,17,0.009827
648340,1,18,0.009178
648340,1,19,0.010710
648340,1,20,0.009554
648340,1,21,0.008218
648340,1,22,0.006770
648340,1,23,0.004686
648340,2,0,0.002690
648340,2,1,0.001625
648340,2,2,0.000972
648340,2,3,0.000692
648340,2,4,0.000699
648340,2,5,0.001046
648340,2,6,0.001921
648340,2,7,0.003519
648340,2,8,0.006721
648340,2,9,0.010591
648340,2,10,0.012738
648340,2,11,0.013044
648340,2,12,0.012966
648340,2,13,0.012901
648340,2,14,0.012770
648340,2,15,0.012664
648340,2,16,0.012033
648340,2,17,0.011772
648340,2,18,0.010982
648340,2,19,0.008412
648340,2,20,0.007551
648340,2,21,0.006175
648340,2,22,0.005309
648340,2,23,0.003881
648340,3,0,0.002504
648340,3,1,0.001205
648340,3,2,0.000766
648340,3,3,0.000550
648340,3,4,0.000666
648340,3,5,0.000785
648340,3,6,0.001710
648340,3,7,0.003148
648340,3,8,0.005614
648340,3,9,0.008566
648340,3,10,0.010208
648340,3,11,0.010143
648340,3,12,0.010657
648340,3,13,0.010423
648340,3,14,0.010332
648340,3,15,0.010210
648340,3,16,0.010040
648340,3,17,0.009432
648340,3,18,0.008955
648340,3,19,0.008486
648340,3,20,0.007488
648340,3,21,0.006712
648340,3,22,0.005695
648340,3,23,0.004153
648340,4,0,0.002211
648340,4,1,0.001285
648340,4,2,0.000746
648340,4,3,0.000556
648340,4,4,0.000498
648340,4,5,0.000735
648340,4,6,0.001636
648340,4,7,0.002991
648340,4,8,0.005518
648340,4,9,0.008395
648340,4,10,0.009788
648340,4,11,0.010475
648340,4,12,0.010797
648340,4,13,0.010255
648340,4,14,0.009979
648340,4,15,0.010179
648340,4,16,0.009862
648340,4,17,0.009307
648340,4,18,0.008666
648340,4,19,0.008539
648340,4,20,0.007436
648340,4,21,0.006370
648340,4,22,0.005402
648340,4,23,0.003995
648340,5,0,0.002220
648340,5,1,0.001226
648340,5,2,0.000770
648340,5,3,0.000590
648340,5,4,0.000537
648340,5,5,0.000844
648340,5,6,0.001536
648340,5,7,0.002851
648340,5,8,0.005475
648340,5,9,0.008376
648340,5,10,0.010237
648340,5,11,0.010609
648340,5,12,0.010076
648340,5,13,0.010397
648340,5,14,0.009966
648340,5,15,0.009383
648340,5,16,0.009080
648340,5,17,0.008424
648340,5,18,0.007806
648340,5,19,0.007610
648340,5,20,0.006479
648340,5,21,0.005385
648340,5,22,0.004686
648340,5,23,0.003374
648340,6,0,0.002138
648340,6,1,0.001194
648340,6,2,0.000754
648340,6,3,0.000590
648340,6,4,0.000534
648340,6,5,0.000706
648340,6,6,0.001210
648340,6,7,0.002396
648340,6,8,0.004277
648340,6,9,0.006499
648340,6,10,0.008421
648340,6,11,0.009120
648340,6,12,0.009036
648340,6,13,0.008775
648340,6,14,0.008440
648340,6,15,0.007857
648340,6,16,0.007926
648340,6,17,0.007378
648340,6,18,0.006793
648340,6,19,0.006647
648340,6,20,0.005853
648340,6,21,0.005072
648340,6,22,0.004200
648340,6,23,0.002954
648340,7,0,0.001855
648340,7,1,0.001147
648340,7,2,0.000751
648340,7,3,0.000532
648340,7,4,0.000463
648340,7,5,0.000699
648340,7,6,0.001120
648340,7,7,0.002009
648340,7,8,0.003683
648340,7,9,0.005858
648340,7,10,0.007813
648340,7,11,0.008169
648340,7,12,0.008291
648340,7,13,0.008189
648340,7,14,0.008318
648340,7,15,0.007742
648340,7,16,0.007860
648340,7,17,0.007564
648340,7,18,0.007393
648340,7,19,0.007007
648340,7,20,0.006439
648340,7,21,0.005549
648340,7,22,0.004771
648340,7,23,0.003402
632390,1,0,0.001826
632390,1,1,0.000954
632390,1,2,0.000499
632390,1,3,0.000388
632390,1,4,0.000364
632390,1,5,0.000540
632390,1,6,0.001164
632390,1,7,0.002611
632390,1,8,0.005487
632390,1,9,0.008966
632390,1,10,0.011322
632390,1,11,0.011689
632390,1,12,0.011248
632390,1,13,0.011004
632390,1,14,0.010724
632390,1,15,0.011080
632390,1,16,0.010418
632390,1,17,0.009311
632390,1,18,0.009371
632390,1,19,0.011000
632390,1,20,0.009528
632390,1,21,0.008341
632390,1,22,0.006863
632390,1,23,0.004629
632390,2,0,0.002393
632390,2,1,0.001270
632390,2,2,0.000680
632390,2,3,0.000507
632390,2,4,0.000576
632390,2,5,0.000773
632390,2,6,0.001859
632390,2,7,0.003376
632390,2,8,0.006984
632390,2,9,0.011300
632390,2,10,0.013549
632390,2,11,0.013655
632390,2,12,0.013776
632390,2,13,0.013874
632390,2,14,0.013305
632390,2,15,0.013213
632390,2,16,0.012449
632390,2,17,0.011446
632390,2,18,0.011202
632390,2,19,0.008918
632390,2,20,0.007807
632390,2,21,0.006795
632390,2,22,0.005903
632390,2,23,0.003961
632390,3,0,0.002152
632390,3,1,0.001028
632390,3,2,0.000610
632390,3,3,0.000395
632390,3,4,0.000453
632390,3,5,0.000676
632390,3,6,0.001435
632390,3,7,0.002885
632390,3,8,0.005770
632390,3,9,0.009224
632390,3,10,0.010815
632390,3,11,0.011119
632390,3,12,0.010884
632390,3,13,0.010913
632390,3,14,0.010610
632390,3,15,0.009731
632390,3,16,0.010134
632390,3,17,0.009518
632390,3,18,0.008862
632390,3,19,0.008494
632390,3,20,0.007641
632390,3,21,0.006720
632390,3,22,0.005651
632390,3,23,0.003529
632390,4,0,0.002010
632390,4,1,0.000972
632390,4,2,0.000565
632390,4,3,0.000359
632390,4,4,0.000380
632390,4,5,0.000641
632390,4,6,0.001481
632390,4,7,0.002907
632390,4,8,0.005726
632390,4,9,0.008834
632390,4,10,0.010425
632390,4,11,0.010538
632390,4,12,0.011311
632390,4,13,0.010743
632390,4,14,0.010060
632390,4,15,0.010201
632390,4,16,0.009539
632390,4,17,0.009216
632390,4,18,0.008670
632390,4,19,0.008547
632390,4,20,0.007320
632390,4,21,0.006595
632390,4,22,0.005354
632390,4,23,0.003479
632390,5,0,0.002028
632390,5,1,0.000991
632390,5,2,0.000566
632390,5,3,0.000354
632390,5,4,0.000383
632390,5,5,0.000619
632390,5,6,0.001265
632390,5,7,0.002856
632390,5,8,0.005464
632390,5,9,0.008290
632390,5,10,0.009909
632390,5,11,0.010285
632390,5,12,0.010206
632390,5,13,0.010011
632390,5,14,0.010104
632390,5,15,0.009261
632390,5,16,0.009011
632390,5,17,0.008088
632390,5,18,0.007854
632390,5,19,0.007512
632390,5,20,0.006818
632390,5,21,0.005723
632390,5,22,0.005070
632390,5,23,0.003373
632390,6,0,0.001923
632390,6,1,0.000971
632390,6,2,0.000522
632390,6,3,0.000419
632390,6,4,0.000428
632390,6,5,0.000516
632390,6,6,0.001094
632390,6,7,0.002209
632390,6,8,0.004462
632390,6,9,0.006969
632390,6,10,0.008585
632390,6,11,0.009123
632390,6,12,0.008606
632390,6,13,0.008485
632390,6,14,0.008025
632390,6,15,0.007467
632390,6,16,0.007399
632390,6,17,0.006782
632390,6,18,0.006482
632390,6,19,0.006171
632390,6,20,0.005815
632390,6,21,0.005071
632390,6,22,0.003938
632390,6,23,0.003014
632390,7,0,0.001695
632390,7,1,0.000881
632390,7,2,0.000478
632390,7,3,0.000403
632390,7,4,0.000312
632390,7,5,0.000472
632390,7,6,0.000843
632390,7,7,0.001772
632390,7,8,0.003677
632390,7,9,0.006088
632390,7,10,0.008080
632390,7,11,0.008714
632390,7,12,0.008172
632390,7,13,0.008345
632390,7,14,0.007955
632390,7,15,0.007740
632390,7,16,0.007689
632390,7,17,0.007429
632390,7,18,0.007145
632390,7,19,0.007213
632390,7,20,0.006410
632390,7,21,0.005729
632390,7,22,0.004792
632390,7,23,0.003435
632660,1,0,0.001968
632660,1,1,0.001102
632660,1,2,0.000614
632660,1,3,0.000436
632660,1,4,0.000416
632660,1,5,0.000647
632660,1,6,0.001281
632660,1,7,0.002536
632660,1,8,0.005051
632660,1,9,0.008137
632660,1,10,0.010203
632660,1,11,0.010933
632660,1,12,0.010942
632660,1,13,0.010868
632660,1,14,0.010675
632660,1,15,0.010317
632660,1,16,0.010019
632660,1,17,0.009233
632660,1,18,0.008572
632660,1,19,0.010096
632660,1,20,0.009184
632660,1,21,0.007954
632660,1,22,0.006551
632660,1,23,0.004514
632660,2,0,0.002648
632660,2,1,0.001388
632660,2,2,0.000806
632660,2,3,0.000557
632660,2,4,0.000540
632660,2,5,0.000859
632660,2,6,0.001785
632660,2,7,0.003548
632660,2,8,0.006733
632660,2,9,0.010496
632660,2,10,0.012818
632660,2,11,0.013405
632660,2,12,0.013575
632660,2,13,0.013449
632660,2,14,0.013230
632660,2,15,0.012922
632660,2,16,0.012264
632660,2,17,0.011479
632660,2,18,0.010698
632660,2,19,0.008234
632660,2,20,0.007319
632660,2,21,0.006392
632660,2,22,0.005255
632660,2,23,0.003719
632660,3,0,0.002211
632660,3,1,0.001140
632660,3,2,0.000666
632660,3,3,0.000455
632660,3,4,0.000469
632660,3,5,0.000706
632660,3,6,0.001428
632660,3,7,0.002788
632660,3,8,0.005451
632660,3,9,0.008453
632660,3,10,0.010401
632660,3,11,0.010828
632660,3,12,0.010896
632660,3,13,0.010800
632660,3,14,0.010632
632660,3,15,0.010298
632660,3,16,0.009850
632660,3,17,0.009196
632660,3,18,0.008564
632660,3,19,0.008010
632660,3,20,0.007239
632660,3,21,0.006279
632660,3,22,0.005169
632660,3,23,0.003647
632660,4,0,0.002112
632660,4,1,0.001130
632660,4,2,0.000640
632660,4,3,0.000451
632660,4,4,0.000438
632660,4,5,0.000726
632660,4,6,0.001447
632660,4,7,0.002838
632660,4,8,0.005339
632660,4,9,0.008198
632660,4,10,0.009877
632660,4,11,0.010411
632660,4,12,0.010619
632660,4,13,0.010540
632660,4,14,0.010339
632660,4,15,0.010014
632660,4,16,0.009749
632660,4,17,0.009067
632660,4,18,0.008392
632660,4,19,0.007773
632660,4,20,0.007094
632660,4,21,0.006132
632660,4,22,0.005118
632660,4,23,0.003551
632660,5,0,0.002107
632660,5,1,0.001115
632660,5,2,0.000645
632660,5,3,0.000451
632660,5,4,0.000444
632660,5,5,0.000733
632660,5,6,0.001421
632660,5,7,0.002813
632660,5,8,0.005186
632660,5,9,0.008083
632660,5,10,0.009773
632660,5,11,0.010273
632660,5,12,0.010246
632660,5,13,0.010162
632660,5,14,0.009905
632660,5,15,0.009562
632660,5,16,0.009163
632660,5,17,0.008490
632660,5,18,0.007899
632660,5,19,0.007313
632660,5,20,0.006515
632660,5,21,0.005600
632660,5,22,0.004626
632660,5,23,0.003273
632660,6,0,0.001979
632660,6,1,0.001120
632660,6,2,0.000655
632660,6,3,0.000460
632660,6,4,0.000461
632660,6,5,0.000635
632660,6,6,0.001249
632660,6,7,0.002486
632660,6,8,0.004584
632660,6,9,0.007109
632660,6,10,0.008951
632660,6,11,0.009588
632660,6,12,0.009643
632660,6,13,0.009455
632660,6,14,0.009262
632660,6,15,0.009031
632660,6,16,0.008683
632660,6,17,0.008126
632660,6,18,0.007419
632660,6,19,0.006734
632660,6,20,0.005926
632660,6,21,0.005123
632660,6,22,0.004259
632660,6,23,0.003119
632660,7,0,0.001949
632660,7,1,0.001090
632660,7,2,0.000648
632660,7,3,0.000437
632660,7,4,0.000403
632660,7,5,0.000604
632660,7,6,0.001137
632660,7,7,0.002261
632660,7,8,0.004197
632660,7,9,0.006685
632660,7,10,0.008560
632660,7,11,0.009126
632660,7,12,0.009363
632660,7,13,0.009299
632660,7,14,0.009106
632660,7,15,0.008833
632660,7,16,0.008610
632660,7,17,0.008052
632660,7,18,0.007557
632660,7,19,0.006826
632660,7,20,0.006092
632660,7,21,0.005483
632660,7,22,0.004603
632660,7,23,0.003288
634930,1,0,0.000622
634930,1,1,0.000560
634930,1,2,0.000936
634930,1,3,0.001870
634930,1,4,0.003930
634930,1,5,0.006955
634930,1,6,0.009299
634930,1,7,0.010498
634930,1,8,0.010832
634930,1,9,0.010560
634930,1,10,0.011191
634930,1,11,0.010744
634930,1,12,0.010275
634930,1,13,0.009845
634930,1,14,0.009268
634930,1,15,0.008940
634930,1,16,0.008481
634930,1,17,0.007063
634930,1,18,0.005981
634930,1,19,0.005611
634930,1,20,0.003692
634930,1,21,0.002292
634930,1,22,0.001569
634930,1,23,0.001107
634930,2,0,0.000823
634930,2,1,0.000783
634930,2,2,0.001361
634930,2,3,0.002510
634930,2,4,0.005098
634930,2,5,0.008921
634930,2,6,0.011364
634930,2,7,0.012622
634930,2,8,0.013238
634930,2,9,0.013308
634930,2,10,0.013179
634930,2,11,0.012921
634930,2,12,0.012359
634930,2,13,0.011744
634930,2,14,0.011217
634930,2,15,0.010928
634930,2,16,0.010210
634930,2,17,0.009027
634930,2,18,0.007619
634930,2,19,0.004738
634930,2,20,0.003028
634930,2,21,0.001852
634930,2,22,0.001299
634930,2,23,0.000914
634930,3,0,0.000638
634930,3,1,0.000649
634930,3,2,0.001100
634930,3,3,0.002221
634930,3,4,0.004132
634930,3,5,0.007001
634930,3,6,0.009366
634930,3,7,0.010310
634930,3,8,0.010690
634930,3,9,0.010541
634930,3,10,0.010865
634930,3,11,0.010648
634930,3,12,0.010178
634930,3,13,0.009533
634930,3,14,0.009213
634930,3,15,0.008850
634930,3,16,0.008321
634930,3,17,0.007296
634930,3,18,0.006000
634930,3,19,0.004607
634930,3,20,0.003064
634930,3,21,0.002026
634930,3,22,0.001278
634930,3,23,0.000873
634930,4,0,0.000699
634930,4,1,0.000692
634930,4,2,0.001118
634930,4,3,0.002096
634930,4,4,0.004136
634930,4,5,0.007142
634930,4,6,0.009185
634930,4,7,0.010169
634930,4,8,0.010457
634930,4,9,0.010450
634930,4,10,0.010142
634930,4,11,0.009765
634930,4,12,0.009779
634930,4,13,0.009250
634930,4,14,0.008924
634930,4,15,0.008439
634930,4,16,0.007796
634930,4,17,0.006727
634930,4,18,0.005715
634930,4,19,0.004373
634930,4,20,0.002870
634930,4,21,0.001858
634930,4,22,0.001263
634930,4,23,0.000883
634930,5,0,0.000643
634930,5,1,0.000631
634930,5,2,0.001081
634930,5,3,0.001955
634930,5,4,0.003957
634930,5,5,0.006874
634930,5,6,0.008987
634930,5,7,0.009750
634930,5,8,0.010081
634930,5,9,0.010263
634930,5,10,0.010179
634930,5,11,0.009594
634930,5,12,0.009286
634930,5,13,0.008792
634930,5,14,0.008438
634930,5,15,0.008026
634930,5,16,0.007258
634930,5,17,0.006214
634930,5,18,0.005210
634930,5,19,0.003994
634930,5,20,0.002750
634930,5,21,0.001828
634930,5,22,0.001199
634930,5,23,0.000834
634930,6,0,0.000622
634930,6,1,0.000612
634930,6,2,0.000941
634930,6,3,0.001683
634930,6,4,0.003209
634930,6,5,0.005525
634930,6,6,0.007468
634930,6,7,0.008511
634930,6,8,0.008821
634930,6,9,0.008783
634930,6,10,0.009028
634930,6,11,0.008498
634930,6,12,0.008125
634930,6,13,0.007632
634930,6,14,0.007377
634930,6,15,0.006904
634930,6,16,0.006441
634930,6,17,0.005612
634930,6,18,0.004676
634930,6,19,0.003743
634930,6,20,0.002608
634930,6,21,0.001776
634930,6,22,0.001200
634930,6,23,0.000814
634930,7,0,0.000643
634930,7,1,0.000574
634930,7,2,0.000850
634930,7,3,0.001451
634930,7,4,0.002794
634930,7,5,0.004743
634930,7,6,0.006660
634930,7,7,0.007633
634930,7,8,0.008069
634930,7,9,0.008048
634930,7,10,0.008163
634930,7,11,0.007783
634930,7,12,0.007682
634930,7,13,0.007395
634930,7,14,0.007228
634930,7,15,0.006918
634930,7,16,0.006633
634930,7,17,0.005918
634930,7,18,0.005179
634930,7,19,0.004024
634930,7,20,0.002715
634930,7,21,0.001790
634930,7,22,0.001270
634930,7,23,0.000885
621550,1,0,0.002228
621550,1,1,0.001208
621550,1,2,0.000639
621550,1,3,0.000406
621550,1,4,0.000338
621550,1,5,0.000524
621550,1,6,0.001138
621550,1,7,0.002481
621550,1,8,0.005067
621550,1,9,0.008129
621550,1,10,0.010198
621550,1,11,0.011120
621550,1,12,0.010943
621550,1,13,0.010978
621550,1,14,0.010726
621550,1,15,0.010473
621550,1,16,0.010041
621550,1,17,0.009363
621550,1,18,0.008720
621550,1,19,0.010157
621550,1,20,0.009439
621550,1,21,0.008410
621550,1,22,0.007363
621550,1,23,0.005313
621550,2,0,0.003001
621550,2,1,0.001584
621550,2,2,0.000831
621550,2,3,0.000556
621550,2,4,0.000491
621550,2,5,0.000757
621550,2,6,0.001658
621550,2,7,0.003388
621550,2,8,0.006599
621550,2,9,0.010435
621550,2,10,0.012766
621550,2,11,0.013272
621550,2,12,0.013412
621550,2,13,0.013092
621550,2,14,0.013044
621550,2,15,0.012751
621550,2,16,0.011979
621550,2,17,0.011154
621550,2,18,0.010311
621550,2,19,0.008186
621550,2,20,0.007648
621550,2,21,0.006962
621550,2,22,0.006026
621550,2,23,0.004304
621550,3,0,0.002509
621550,3,1,0.001281
621550,3,2,0.000668
621550,3,3,0.000415
621550,3,4,0.000375
621550,3,5,0.000588
621550,3,6,0.001401
621550,3,7,0.002825
621550,3,8,0.005273
621550,3,9,0.008124
621550,3,10,0.010063
621550,3,11,0.010768
621550,3,12,0.010810
621550,3,13,0.010591
621550,3,14,0.010470
621550,3,15,0.010132
621550,3,16,0.009567
621550,3,17,0.009039
621550,3,18,0.008417
621550,3,19,0.008139
621550,3,20,0.007322
621550,3,21,0.006665
621550,3,22,0.005968
621550,3,23,0.004347
621550,4,0,0.002514
621550,4,1,0.001309
621550,4,2,0.000696
621550,4,3,0.000450
621550,4,4,0.000400
621550,4,5,0.000658
621550,4,6,0.001346
621550,4,7,0.002733
621550,4,8,0.005205
621550,4,9,0.008262
621550,4,10,0.009983
621550,4,11,0.010405
621550,4,12,0.010563
621550,4,13,0.010569
621550,4,14,0.010524
621550,4,15,0.010019
621550,4,16,0.009619
621550,4,17,0.008825
621550,4,18,0.008165
621550,4,19,0.007792
621550,4,20,0.007178
621550,4,21,0.006689
621550,4,22,0.005881
621550,4,23,0.004315
621550,5,0,0.002399
621550,5,1,0.001246
621550,5,2,0.000700
621550,5,3,0.000440
621550,5,4,0.000391
621550,5,5,0.000596
621550,5,6,0.001353
621550,5,7,0.002719
621550,5,8,0.005009
621550,5,9,0.008084
621550,5,10,0.009735
621550,5,11,0.010180
621550,5,12,0.009999
621550,5,13,0.010025
621550,5,14,0.009846
621550,5,15,0.009519
621550,5,16,0.009134
621550,5,17,0.008391
621550,5,18,0.007871
621550,5,19,0.007377
621550,5,20,0.006736
621550,5,21,0.006072
621550,5,22,0.005289
621550,5,23,0.003971
621550,6,0,0.002261
621550,6,1,0.001223
621550,6,2,0.000684
621550,6,3,0.000412
621550,6,4,0.000373
621550,6,5,0.000540
621550,6,6,0.001206
621550,6,7,0.002331
621550,6,8,0.004586
621550,6,9,0.007114
621550,6,10,0.008835
621550,6,11,0.009214
621550,6,12,0.009190
621550,6,13,0.009097
621550,6,14,0.008762
621550,6,15,0.008459
621550,6,16,0.008186
621550,6,17,0.007774
621550,6,18,0.007160
621550,6,19,0.006609
621550,6,20,0.005821
621550,6,21,0.005313
621550,6,22,0.004803
621550,6,23,0.003571
621550,7,0,0.002206
621550,7,1,0.001251
621550,7,2,0.000672
621550,7,3,0.000455
621550,7,4,0.000360
621550,7,5,0.000510
621550,7,6,0.001031
621550,7,7,0.002128
621550,7,8,0.003954
621550,7,9,0.006416
621550,7,10,0.008064
621550,7,11,0.008583
621550,7,12,0.008742
621550,7,13,0.008699
621550,7,14,0.008510
621550,7,15,0.008287
621550,7,16,0.007846
621550,7,17,0.007420
621550,7,18,0.007056
621550,7,19,0.006750
621550,7,20,0.006074
621550,7,21,0.005840
621550,7,22,0.005235
621550,7,23,0.003836
635730,1,0,0.000798
635730,1,1,0.000499
635730,1,2,0.000361
635730,1,3,0.000447
635730,1,4,0.001085
635730,1,5,0.002120
635730,1,6,0.004738
635730,1,7,0.008387
635730,1,8,0.010164
635730,1,9,0.010547
635730,1,10,0.010913
635730,1,11,0.010950
635730,1,12,0.010606
635730,1,13,0.010511
635730,1,14,0.009752
635730,1,15,0.009394
635730,1,16,0.009059
635730,1,17,0.008560
635730,1,18,0.007762
635730,1,19,0.008045
635730,1,20,0.007109
635730,1,21,0.005235
635730,1,22,0.003290
635730,1,23,0.001856
635730,2,0,0.001030
635730,2,1,0.000666
635730,2,2,0.000465
635730,2,3,0.000707
635730,2,4,0.001400
635730,2,5,0.003034
635730,2,6,0.006576
635730,2,7,0.010107
635730,2,8,0.012552
635730,2,9,0.013353
635730,2,10,0.013468
635730,2,11,0.013425
635730,2,12,0.013157
635730,2,13,0.013108
635730,2,14,0.012110
635730,2,15,0.011304
635730,2,16,0.011104
635730,2,17,0.009865
635730,2,18,0.009074
635730,2,19,0.006472
635730,2,20,0.005740
635730,2,21,0.004347
635730,2,22,0.002402
635730,2,23,0.001452
635730,3,0,0.000769
635730,3,1,0.000403
635730,3,2,0.000414
635730,3,3,0.000587
635730,3,4,0.001149
635730,3,5,0.002448
635730,3,6,0.005355
635730,3,7,0.008416
635730,3,8,0.010127
635730,3,9,0.011096
635730,3,10,0.011317
635730,3,11,0.010745
635730,3,12,0.010598
635730,3,13,0.010533
635730,3,14,0.010101
635730,3,15,0.009817
635730,3,16,0.008923
635730,3,17,0.008689
635730,3,18,0.007724
635730,3,19,0.006963
635730,3,20,0.005624
635730,3,21,0.004194
635730,3,22,0.002626
635730,3,23,0.001308
635730,4,0,0.000777
635730,4,1,0.000518
635730,4,2,0.000395
635730,4,3,0.000529
635730,4,4,0.001222
635730,4,5,0.002383
635730,4,6,0.005223
635730,4,7,0.008253
635730,4,8,0.009870
635730,4,9,0.010829
635730,4,10,0.010771
635730,4,11,0.010604
635730,4,12,0.010991
635730,4,13,0.010558
635730,4,14,0.009913
635730,4,15,0.009380
635730,4,16,0.008764
635730,4,17,0.008449
635730,4,18,0.007482
635730,4,19,0.006797
635730,4,20,0.005653
635730,4,21,0.004149
635730,4,22,0.002479
635730,4,23,0.001464
635730,5,0,0.000741
635730,5,1,0.000505
635730,5,2,0.000335
635730,5,3,0.000513
635730,5,4,0.001136
635730,5,5,0.002413
635730,5,6,0.005102
635730,5,7,0.007739
635730,5,8,0.009093
635730,5,9,0.010131
635730,5,10,0.010110
635730,5,11,0.010175
635730,5,12,0.009618
635730,5,13,0.009727
635730,5,14,0.008951
635730,5,15,0.008583
635730,5,16,0.007640
635730,5,17,0.007675
635730,5,18,0.007009
635730,5,19,0.005607
635730,5,20,0.004876
635730,5,21,0.003591
635730,5,22,0.002145
635730,5,23,0.001264
635730,6,0,0.000723
635730,6,1,0.000417
635730,6,2,0.000350
635730,6,3,0.000457
635730,6,4,0.000993
635730,6,5,0.001867
635730,6,6,0.003888
635730,6,7,0.006564
635730,6,8,0.008558
635730,6,9,0.008928
635730,6,10,0.009637
635730,6,11,0.009041
635730,6,12,0.008752
635730,6,13,0.008287
635730,6,14,0.007617
635730,6,15,0.007333
635730,6,16,0.007119
635730,6,17,0.006381
635730,6,18,0.005813
635730,6,19,0.004997
635730,6,20,0.004453
635730,6,21,0.003427
635730,6,22,0.002302
635730,6,23,0.001325
635730,7,0,0.000743
635730,7,1,0.000465
635730,7,2,0.000341
635730,7,3,0.000409
635730,7,4,0.000764
635730,7,5,0.001592
635730,7,6,0.003290
635730,7,7,0.005594
635730,7,8,0.007645
635730,7,9,0.008661
635730,7,10,0.008756
635730,7,11,0.009136
635730,7,12,0.008539
635730,7,13,0.008329
635730,7,14,0.007646
635730,7,15,0.007482
635730,7,16,0.007403
635730,7,17,0.007313
635730,7,18,0.006699
635730,7,19,0.005999
635730,7,20,0.005202
635730,7,21,0.003896
635730,7,22,0.002331
635730,7,23,0.001378
636030,1,0,0.001951
636030,1,1,0.001065
636030,1,2,0.000579
636030,1,3,0.000368
636030,1,4,0.000361
636030,1,5,0.000471
636030,1,6,0.001015
636030,1,7,0.002091
636030,1,8,0.004371
636030,1,9,0.008119
636030,1,10,0.010540
636030,1,11,0.011105
636030,1,12,0.011369
636030,1,13,0.011178
636030,1,14,0.010989
636030,1,15,0.010520
636030,1,16,0.010160
636030,1,17,0.009551
636030,1,18,0.008832
636030,1,19,0.010398
636030,1,20,0.009311
636030,1,21,0.007901
636030,1,22,0.006989
636030,1,23,0.004630
636030,2,0,0.002590
636030,2,1,0.001304
636030,2,2,0.000786
636030,2,3,0.000497
636030,2,4,0.000459
636030,2,5,0.000689
636030,2,6,0.001436
636030,2,7,0.002962
636030,2,8,0.005947
636030,2,9,0.010346
636030,2,10,0.013097
636030,2,11,0.013804
636030,2,12,0.013956
636030,2,13,0.013654
636030,2,14,0.013426
636030,2,15,0.013091
636030,2,16,0.012315
636030,2,17,0.011794
636030,2,18,0.011356
636030,2,19,0.008560
636030,2,20,0.007556
636030,2,21,0.006434
636030,2,22,0.005451
636030,2,23,0.004046
636030,3,0,0.002358
636030,3,1,0.001145
636030,3,2,0.000613
636030,3,3,0.000463
636030,3,4,0.000369
636030,3,5,0.000586
636030,3,6,0.001202
636030,3,7,0.002353
636030,3,8,0.005095
636030,3,9,0.008648
636030,3,10,0.010350
636030,3,11,0.010924
636030,3,12,0.011114
636030,3,13,0.010793
636030,3,14,0.010838
636030,3,15,0.010429
636030,3,16,0.010091
636030,3,17,0.009440
636030,3,18,0.009046
636030,3,19,0.008649
636030,3,20,0.007643
636030,3,21,0.006401
636030,3,22,0.005438
636030,3,23,0.003828
636030,4,0,0.002160
636030,4,1,0.001152
636030,4,2,0.000638
636030,4,3,0.000428
636030,4,4,0.000378
636030,4,5,0.000602
636030,4,6,0.001240
636030,4,7,0.002365
636030,4,8,0.004962
636030,4,9,0.008396
636030,4,10,0.009811
636030,4,11,0.010803
636030,4,12,0.010957
636030,4,13,0.010720
636030,4,14,0.010540
636030,4,15,0.010624
636030,4,16,0.009997
636030,4,17,0.009320
636030,4,18,0.008581
636030,4,19,0.008269
636030,4,20,0.007670
